data,stato,codice_regione,denominazione_regione,lat,long,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,totale_casi,tamponi,casi_testati,note_it,note_en
2020-05-14T17:00:00,ITA,18,Calabria,38.90597598,16.59440194,59,2,61,463,524,-27,3,524,95,1143,51050,49196,,
2020-05-14T17:00:00,ITA,15,Campania,40.83956555,14.25084984,387,19,406,1359,1765,-50,9,2480,394,4639,127938,57684,,
2020-05-14T17:00:00,ITA,08,Emilia-Romagna,44.49436681,11.3417208,861,122,983,5318,6301,-201,77,16825,3930,27056,248591,158371,,
2020-05-14T17:00:00,ITA,06,Friuli Venezia Giulia,45.6494354,13.76813649,149,2,151,619,770,-9,5,2074,317,3161,97000,60177,,
2020-05-14T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,1178,79,1257,2839,4096,-139,41,2600,595,7291,192917,153894,,
2020-05-14T17:00:00,ITA,07,Liguria,44.41149315,8.9326992,408,35,443,2217,2660,-58,65,5006,1329,8995,74248,44390,,
2020-05-14T17:00:00,ITA,03,Lombardia,45.46679409,9.190347404,4818,297,5115,24841,29956,-76,522,38568,15296,83820,538243,318289,,
2020-05-14T17:00:00,ITA,11,Marche,43.61675973,13.5188753,189,18,207,2697,2904,-109,15,2725,974,6603,82840,53030,,
2020-05-14T17:00:00,ITA,14,Molise,41.55774754,14.65916051,10,1,11,218,229,-2,2,152,22,403,10227,10052,,
2020-05-14T17:00:00,ITA,01,Piemonte,45.0732745,7.680687483,1775,116,1891,10000,11891,-600,151,13825,3493,29209,232682,158112,,
2020-05-14T17:00:00,ITA,16,Puglia,41.12559576,16.86736689,296,24,320,1933,2253,-69,9,1643,461,4357,85577,59815,,
2020-05-14T17:00:00,ITA,20,Sardegna,39.21531192,9.110616306,76,10,86,379,465,-26,0,755,125,1345,38034,33526,dc-IT-0028,dc-EN-0028
2020-05-14T17:00:00,ITA,19,Sicilia,38.11569725,13.3623567,203,12,215,1639,1854,-35,12,1249,263,3366,111137,99900,,
2020-05-14T17:00:00,ITA,09,Toscana,43.76923077,11.25588885,269,68,337,3051,3388,-175,30,5498,973,9859,193182,141430,,
2020-05-14T17:00:00,ITA,04,P.A. Trento,46.06893511,11.12123097,66,9,75,430,505,-68,3,3362,448,4315,60843,36359,,
2020-05-14T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,26,1,27,65,92,-14,1,1255,73,1420,52247,36495,,
2020-05-14T17:00:00,ITA,02,Valle d'Aosta,45.73750286,7.320149366,38,0,38,42,80,-13,3,945,141,1166,11100,8537,,
2020-05-14T17:00:00,ITA,05,Veneto,45.43490485,12.33845213,342,26,368,4350,4718,-302,32,12384,1743,18845,474488,260706,,
>>>>>>> upstream/master
=======
2020-05-15T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,205,6,211,1243,1454,-28,12,1313,381,3148,54028,37587,,
2020-05-15T17:00:00,ITA,17,Basilicata,40.63947052,15.80514834,33,1,34,86,120,-7,0,242,27,389,20851,20359,,
2020-05-15T17:00:00,ITA,21,P.A. Bolzano,46.49933453,11.35662422,50,5,55,304,359,-21,0,1929,290,2578,52939,23969,,
2020-05-15T17:00:00,ITA,18,Calabria,38.90597598,16.59440194,56,2,58,447,505,-19,1,544,95,1144,52701,50847,,
2020-05-15T17:00:00,ITA,15,Campania,40.83956555,14.25084984,341,17,358,1378,1736,-29,15,2522,396,4654,131544,59162,,
2020-05-15T17:00:00,ITA,08,Emilia-Romagna,44.49436681,11.3417208,763,114,877,5124,6001,-300,54,17166,3943,27110,253497,160622,,
2020-05-15T17:00:00,ITA,06,Friuli Venezia Giulia,45.6494354,13.76813649,80,3,83,658,741,-29,14,2116,318,3175,100400,62319,,
2020-05-15T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,1173,79,1252,2836,4088,-8,73,2672,604,7364,197599,157880,dc-IT-0030,dc-EN-0030
2020-05-15T17:00:00,ITA,07,Liguria,44.41149315,8.9326992,385,31,416,2187,2603,-57,65,5121,1336,9060,76012,45307,,
2020-05-15T17:00:00,ITA,03,Lombardia,45.46679409,9.190347404,4705,276,4981,22765,27746,-2210,299,40962,15411,84119,550405,325071,,
2020-05-15T17:00:00,ITA,11,Marche,43.61675973,13.5188753,178,18,196,2599,2795,-109,16,2847,977,6619,84351,53813,,
2020-05-15T17:00:00,ITA,14,Molise,41.55774754,14.65916051,8,2,10,217,227,-2,4,158,22,407,10468,10281,,
2020-05-15T17:00:00,ITA,01,Piemonte,45.0732745,7.680687483,1593,108,1701,9412,11113,-778,137,14676,3557,29346,239507,161854,,
2020-05-15T17:00:00,ITA,16,Puglia,41.12559576,16.86736689,285,23,308,1873,2181,-72,9,1724,461,4366,87687,60613,,
2020-05-15T17:00:00,ITA,20,Sardegna,39.21531192,9.110616306,75,10,85,376,461,-4,3,762,125,1348,39844,34864,,
2020-05-15T17:00:00,ITA,19,Sicilia,38.11569725,13.3623567,198,11,209,1551,1760,-94,8,1351,263,3374,112929,101487,,
2020-05-15T17:00:00,ITA,09,Toscana,43.76923077,11.25588885,238,67,305,2863,3168,-220,24,5739,976,9883,197365,144237,,
2020-05-15T17:00:00,ITA,22,P.A. Trento,46.06893511,11.12123097,53,9,62,344,406,-99,3,3461,451,4318,63700,38273,,
2020-05-15T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,25,2,27,63,90,-2,2,1259,73,1422,53801,37660,,
2020-05-15T17:00:00,ITA,02,Valle d'Aosta,45.73750286,7.320149366,37,0,37,40,77,-3,6,953,142,1172,11413,8814,,
2020-05-15T17:00:00,ITA,05,Veneto,45.43490485,12.33845213,311,24,335,4104,4439,-279,44,12688,1762,18889,484639,264091,,
>>>>>>> upstream/master
=======
2020-05-16T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,195,7,202,1221,1423,-31,30,1372,383,3178,55672,38681,,
2020-05-16T17:00:00,ITA,17,Basilicata,40.63947052,15.80514834,29,1,30,83,113,-7,1,250,27,390,21496,20966,,
2020-05-16T17:00:00,ITA,21,P.A. Bolzano,46.49933453,11.35662422,48,5,53,290,343,-16,0,1945,290,2578,53703,24316,,
2020-05-16T17:00:00,ITA,18,Calabria,38.90597598,16.59440194,56,2,58,416,474,-31,7,582,95,1151,54091,52257,,
2020-05-16T17:00:00,ITA,15,Campania,40.83956555,14.25084984,351,16,367,1343,1710,-26,14,2562,396,4668,136261,61574,,
2020-05-16T17:00:00,ITA,08,Emilia-Romagna,44.49436681,11.3417208,740,112,852,5000,5852,-149,72,17370,3960,27182,258274,163067,,
2020-05-16T17:00:00,ITA,06,Friuli Venezia Giulia,45.6494354,13.76813649,79,3,82,598,680,-61,8,2184,319,3183,101694,63251,,
2020-05-16T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,1156,76,1232,2790,4022,-66,32,2758,616,7396,201938,161405,,
2020-05-16T17:00:00,ITA,07,Liguria,44.41149315,8.9326992,369,26,395,2138,2533,-70,51,5232,1346,9111,78068,46304,,
2020-05-16T17:00:00,ITA,03,Lombardia,45.46679409,9.190347404,4521,268,4789,22890,27679,-67,399,41389,15450,84518,564550,333243,,
2020-05-16T17:00:00,ITA,11,Marche,43.61675973,13.5188753,154,17,171,2486,2657,-138,23,3003,982,6642,87211,54804,,
2020-05-16T17:00:00,ITA,14,Molise,41.55774754,14.65916051,8,2,10,205,215,-12,3,173,22,410,10859,10666,,
2020-05-16T17:00:00,ITA,01,Piemonte,45.0732745,7.680687483,1562,100,1662,9040,10702,-411,137,15187,3594,29483,245075,165849,,
2020-05-16T17:00:00,ITA,16,Puglia,41.12559576,16.86736689,272,22,294,1810,2104,-77,8,1807,463,4374,89611,61942,,
2020-05-16T17:00:00,ITA,20,Sardegna,39.21531192,9.110616306,75,10,85,330,415,-46,4,812,125,1352,41257,35933,,
2020-05-16T17:00:00,ITA,19,Sicilia,38.11569725,13.3623567,159,12,171,1488,1659,-101,8,1458,265,3382,114963,103103,,
2020-05-16T17:00:00,ITA,09,Toscana,43.76923077,11.25588885,234,66,300,2643,2943,-225,30,5991,979,9913,200703,145946,,
2020-05-16T17:00:00,ITA,22,P.A. Trento,46.06893511,11.12123097,44,8,52,293,345,-61,8,3528,453,4326,65383,39613,,
2020-05-16T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,25,2,27,54,81,-9,0,1268,73,1422,55170,38663,,
2020-05-16T17:00:00,ITA,02,Valle d'Aosta,45.73750286,7.320149366,33,0,33,42,75,-2,1,956,142,1173,11835,9181,,
2020-05-16T17:00:00,ITA,05,Veneto,45.43490485,12.33845213,290,20,310,3852,4162,-277,39,12983,1783,18928,497045,269003,,
>>>>>>> upstream/master
=======
2020-05-17T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,193,6,199,1223,1422,-1,8,1379,385,3186,57217,39788,,
2020-05-17T17:00:00,ITA,17,Basilicata,40.63947052,15.80514834,29,1,30,74,104,-9,2,261,27,392,22167,21627,,
2020-05-17T17:00:00,ITA,21,P.A. Bolzano,46.49933453,11.35662422,50,5,55,259,314,-29,3,1977,290,2581,54428,24677,,
2020-05-17T17:00:00,ITA,18,Calabria,38.90597598,16.59440194,56,2,58,364,422,-52,0,634,95,1151,55304,53470,,
2020-05-17T17:00:00,ITA,15,Campania,40.83956555,14.25084984,342,17,359,1337,1696,-14,16,2592,396,4684,139787,63039,,
2020-05-17T17:00:00,ITA,08,Emilia-Romagna,44.49436681,11.3417208,721,111,832,4824,5656,-196,50,17603,3973,27232,261106,163117,,
2020-05-17T17:00:00,ITA,06,Friuli Venezia Giulia,45.6494354,13.76813649,80,3,83,571,654,-26,8,2218,319,3191,104056,64558,,
2020-05-17T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,1150,74,1224,2686,3910,-112,50,2914,622,7446,206166,164779,,
2020-05-17T17:00:00,ITA,07,Liguria,44.41149315,8.9326992,360,24,384,2072,2456,-77,48,5348,1355,9159,80154,47381,,
2020-05-17T17:00:00,ITA,03,Lombardia,45.46679409,9.190347404,4480,255,4735,22695,27430,-249,326,41895,15519,84844,576359,340164,,
2020-05-17T17:00:00,ITA,11,Marche,43.61675973,13.5188753,151,18,169,2396,2565,-92,25,3118,984,6667,88656,55667,,
2020-05-17T17:00:00,ITA,14,Molise,41.55774754,14.65916051,11,2,13,203,216,1,1,173,22,411,11085,10892,,
2020-05-17T17:00:00,ITA,01,Piemonte,45.0732745,7.680687483,1620,101,1721,8518,10239,-463,64,15696,3612,29547,249371,168295,,
2020-05-17T17:00:00,ITA,16,Puglia,41.12559576,16.86736689,263,21,284,1733,2017,-87,5,1892,470,4379,91035,62886,,
2020-05-17T17:00:00,ITA,20,Sardegna,39.21531192,9.110616306,76,10,86,319,405,-10,1,823,125,1353,42249,36736,,
2020-05-17T17:00:00,ITA,19,Sicilia,38.11569725,13.3623567,145,13,158,1397,1555,-104,6,1566,267,3388,117426,105074,,
2020-05-17T17:00:00,ITA,09,Toscana,43.76923077,11.25588885,214,67,281,2521,2802,-141,35,6162,984,9948,204022,148060,,
2020-05-17T17:00:00,ITA,22,P.A. Trento,46.06893511,11.12123097,41,8,49,252,301,-44,12,3584,453,4338,69659,41383,,
2020-05-17T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,25,2,27,51,78,-3,2,1273,73,1424,55956,39272,,
2020-05-17T17:00:00,ITA,02,Valle d'Aosta,45.73750286,7.320149366,31,0,31,37,68,-7,0,962,143,1173,12169,9469,,
2020-05-17T17:00:00,ITA,05,Veneto,45.43490485,12.33845213,273,22,295,3746,4041,-121,13,13106,1794,18941,506588,272938,,
>>>>>>> upstream/master
